discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type,ano,tempo_segundos,distancia_metros,peso_kg
Athletics,1500m men,atlanta-1996,Athlete,GOLD,,,1,Algeria,DZ,ALG,https://olympics.com/en/athletes/nourredine-morceli,Nourredine MORCELI,215780,TIME,1996,215.78,,
Athletics,5000m women,atlanta-1996,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/junxia-wang,Junxia WANG,899880,TIME,1996,899.88,,
Athletics,100m men,atlanta-1996,Athlete,GOLD,,,1,Canada,CA,CAN,https://olympics.com/en/athletes/donovan-bailey,Donovan BAILEY,9840,TIME,1996,9.84,,
Athletics,110m hurdles men,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/allen-johnson,Allen JOHNSON,12950,TIME,1996,12.95,,
Athletics,400m hurdles men,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/derrick-adkins,Derrick ADKINS,47540,TIME,1996,47.54,,
Athletics,1500m women,atlanta-1996,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/svetlana-masterkova,Svetlana MASTERKOVA,240830,TIME,1996,240.83,,
Athletics,4x100m relay women,atlanta-1996,GameTeam,GOLD,,,1,United States of America,US,USA,,,41950,TIME,1996,41.95,,
Athletics,400m hurdles women,atlanta-1996,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/deon-marie-hemmings,Deon Marie HEMMINGS,52820,TIME,1996,52.82,,
Athletics,200m women,atlanta-1996,Athlete,GOLD,,,1,France,FR,FRA,https://olympics.com/en/athletes/marie-jose-perec,Marie-Jose PEREC,22120,TIME,1996,22.12,,
Athletics,heptathlon women,atlanta-1996,Athlete,GOLD,,,1,Syrian Arab Republic,SY,SYR,https://olympics.com/en/athletes/ghada-shouaa,Ghada SHOUAA,135430,TIME,1996,135.43,,
Athletics,100m women,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/yolanda-gail-devers-roberts,Yolanda Gail DEVERS-ROBERTS,10940,TIME,1996,10.94,,
Athletics,100m hurdles women,atlanta-1996,Athlete,GOLD,,,1,Sweden,SE,SWE,https://olympics.com/en/athletes/ludmila-engquist,Ludmila ENGQUIST,12580,TIME,1996,12.58,,
Athletics,3000m steeplechase men,atlanta-1996,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/joseph-keter,Joseph KETER,487120,TIME,1996,487.12,,
Athletics,4x400m relay women,atlanta-1996,GameTeam,GOLD,,,1,United States of America,US,USA,,,200910,TIME,1996,200.91,,
Athletics,800m women,atlanta-1996,Athlete,GOLD,,,1,Russian Federation,RU,RUS,https://olympics.com/en/athletes/svetlana-masterkova,Svetlana MASTERKOVA,117730,TIME,1996,117.73,,
Athletics,marathon men,atlanta-1996,Athlete,GOLD,,,1,South Africa,ZA,RSA,https://olympics.com/en/athletes/josia-thugwane,Josia THUGWANE,7956000,TIME,1996,7956.0,,
Athletics,20km walk men,atlanta-1996,Athlete,GOLD,,,1,Ecuador,EC,ECU,https://olympics.com/en/athletes/jefferson-perez,Jefferson PEREZ,4807000,TIME,1996,4807.0,,
Athletics,marathon women,atlanta-1996,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/fatuma-roba,Fatuma ROBA,8765000,TIME,1996,8765.0,,
Athletics,400m men,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/michael-johnson,Michael JOHNSON,43490,TIME,1996,43.49,,
Athletics,4x100m relay men,atlanta-1996,GameTeam,GOLD,,,1,Canada,CA,CAN,,,37690,TIME,1996,37.69,,
Athletics,200m men,atlanta-1996,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/michael-johnson,Michael JOHNSON,19320,TIME,1996,19.32,,
Athletics,4x400m relay men,atlanta-1996,GameTeam,GOLD,,,1,United States of America,US,USA,,,175990,TIME,1996,175.99,,
Athletics,400m women,atlanta-1996,Athlete,GOLD,,,1,France,FR,FRA,https://olympics.com/en/athletes/marie-jose-perec,Marie-Jose PEREC,48250,TIME,1996,48.25,,
Athletics,5000m men,atlanta-1996,Athlete,GOLD,,,1,Burundi,BI,BDI,https://olympics.com/en/athletes/venuste-niyongabo,Venuste NIYONGABO,787960,TIME,1996,787.96,,
Athletics,50km walk men,atlanta-1996,Athlete,GOLD,,,1,Poland,PL,POL,https://olympics.com/en/athletes/robert-korzeniowski,Robert KORZENIOWSKI,13410000,TIME,1996,13410.0,,
Athletics,4x400m relay women,barcelona-1992,GameTeam,GOLD,,,1,Unified Team,,EUN,,,200200,TIME,1992,200.2,,
Athletics,4x100m relay men,barcelona-1992,GameTeam,GOLD,,,1,United States of America,US,USA,,,37400,TIME,1992,37.4,,
Athletics,110m hurdles men,barcelona-1992,Athlete,GOLD,,,1,Canada,CA,CAN,https://olympics.com/en/athletes/mark-mckoy,Mark MCKOY,13120,TIME,1992,13.12,,
Athletics,4x100m relay women,barcelona-1992,GameTeam,GOLD,,,1,United States of America,US,USA,,,42110,TIME,1992,42.11,,
Athletics,marathon men,barcelona-1992,Athlete,GOLD,,,1,Republic of Korea,KR,KOR,https://olympics.com/en/athletes/young-cho-hwang,Young-Cho HWANG,8003000,TIME,1992,8003.0,,
Athletics,400m men,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/quincy-watts,Quincy WATTS,43500,TIME,1992,43.5,,
Athletics,200m men,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/michael-marsh,Michael MARSH,20010,TIME,1992,20.01,,
Athletics,marathon women,barcelona-1992,Athlete,GOLD,,,1,Unified Team,,EUN,https://olympics.com/en/athletes/valentina-yegorova,Valentina YEGOROVA,9161000,TIME,1992,9161.0,,
Athletics,100m men,barcelona-1992,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/linford-christie,Linford CHRISTIE,9960,TIME,1992,9.96,,
Athletics,heptathlon women,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/jackie-joyner-kersee,Jackie JOYNER-KERSEE,131780,TIME,1992,131.78,,
Athletics,10000m women,barcelona-1992,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/derartu-tulu,Derartu TULU,1866020,TIME,1992,1866.02,,
Athletics,400m women,barcelona-1992,Athlete,GOLD,,,1,France,FR,FRA,https://olympics.com/en/athletes/marie-jose-perec,Marie-Jose PEREC,48830,TIME,1992,48.83,,
Athletics,400m hurdles women,barcelona-1992,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/sally-janet-jane-gunnell,Sally Janet Jane GUNNELL,53230,TIME,1992,53.23,,
Athletics,20km walk men,barcelona-1992,Athlete,GOLD,,,1,Spain,ES,ESP,https://olympics.com/en/athletes/daniel-plaza-montero,Daniel PLAZA MONTERO,4905000,TIME,1992,4905.0,,
Athletics,1500m men,barcelona-1992,Athlete,GOLD,,,1,Spain,ES,ESP,https://olympics.com/en/athletes/fermin-cacho-ruiz,Fermin CACHO RUIZ,220120,TIME,1992,220.12,,
Athletics,800m women,barcelona-1992,Athlete,GOLD,,,1,Netherlands,NL,NED,https://olympics.com/en/athletes/ellen-van-langen,Ellen VAN LANGEN,115540,TIME,1992,115.54,,
Athletics,800m men,barcelona-1992,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/william-tanui,William TANUI,103660,TIME,1992,103.66,,
Athletics,decathlon men,barcelona-1992,Athlete,GOLD,,,1,Czechoslovakia,CSHH,TCH,https://olympics.com/en/athletes/robert-zmelik,Robert ZMELIK,267210,TIME,1992,267.21,,
Athletics,100m hurdles women,barcelona-1992,Athlete,GOLD,,,1,Greece,GR,GRE,https://olympics.com/en/athletes/paraskevi-voula-patoulidou,Paraskevi Voula PATOULIDOU,12640,TIME,1992,12.64,,
Athletics,4x400m relay men,barcelona-1992,GameTeam,GOLD,,,1,United States of America,US,USA,,,175740,TIME,1992,175.74,,
Athletics,10000m men,barcelona-1992,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/khalid-skah,Khalid SKAH,1666700,TIME,1992,1666.7,,
Athletics,1500m women,barcelona-1992,Athlete,GOLD,,,1,Algeria,DZ,ALG,https://olympics.com/en/athletes/hassiba-boulmerka,Hassiba BOULMERKA,235300,TIME,1992,235.3,,
Athletics,5000m men,barcelona-1992,Athlete,GOLD,,,1,Germany,DE,GER,https://olympics.com/en/athletes/dieter-baumann,Dieter BAUMANN,792520,TIME,1992,792.52,,
Athletics,10000m walk women,barcelona-1992,Athlete,GOLD,,,1,People's Republic of China,CN,CHN,https://olympics.com/en/athletes/yueling-chen,Yueling CHEN,2672000,TIME,1992,2672.0,,
Athletics,100m women,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/yolanda-gail-devers-roberts,Yolanda Gail DEVERS-ROBERTS,10820,TIME,1992,10.82,,
Athletics,400m hurdles men,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/kevin-curtis-young,Kevin Curtis YOUNG,46780,TIME,1992,46.78,,
Athletics,200m women,barcelona-1992,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/gwen-torrence,Gwen TORRENCE,21810,TIME,1992,21.81,,
Athletics,50km walk men,barcelona-1992,Athlete,GOLD,,,1,Unified Team,,EUN,https://olympics.com/en/athletes/andrey-perlov,Andrey PERLOV,13813000,TIME,1992,13813.0,,
Athletics,3000m steeplechase men,barcelona-1992,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/mathew-birir,Mathew BIRIR,488840,TIME,1992,488.84,,
Athletics,3000m women,barcelona-1992,Athlete,GOLD,,,1,Unified Team,,EUN,https://olympics.com/en/athletes/elena-romanova,Elena ROMANOVA,526040,TIME,1992,526.04,,
Athletics,1500m women,seoul-1988,Athlete,GOLD,,,1,Romania,RO,ROU,https://olympics.com/en/athletes/paula-ivan,Paula IVAN,233960,TIME,1988,233.96,,
Athletics,heptathlon women,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/jackie-joyner-kersee,Jackie JOYNER-KERSEE,128510,TIME,1988,128.51,,
Athletics,800m women,seoul-1988,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/sigrun-grau,Sigrun GRAU,116100,TIME,1988,116.1,,
Athletics,400m men,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/steve-lewis-1,Steve LEWIS,43870,TIME,1988,43.87,,
Athletics,400m hurdles men,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/andre-lamar-phillips,Andre Lamar PHILLIPS,47190,TIME,1988,47.19,,
Athletics,800m men,seoul-1988,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/paul-ereng,Paul ERENG,103450,TIME,1988,103.45,,
Athletics,200m women,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/florence-griffith-joyner,Florence GRIFFITH-JOYNER,21340,TIME,1988,21.34,,
Athletics,marathon men,seoul-1988,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/gelindo-bordin,Gelindo BORDIN,7832000,TIME,1988,7832.0,,
Athletics,100m men,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/carl-lewis,Carl LEWIS,9920,TIME,1988,9.92,,
Athletics,4x400m relay women,seoul-1988,GameTeam,GOLD,,,1,Soviet Union,,URS,,,195180,TIME,1988,195.18,,
Athletics,100m women,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/florence-griffith-joyner,Florence GRIFFITH-JOYNER,10.54w,TIME,1988,10.97,,
Athletics,50km walk men,seoul-1988,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/vyacheslav-ivanenko,Vyacheslav IVANENKO,13109000,TIME,1988,13109.0,,
Athletics,400m hurdles women,seoul-1988,Athlete,GOLD,,,1,Australia,AU,AUS,https://olympics.com/en/athletes/deborah-flintoff-king,Deborah FLINTOFF-KING,53170,TIME,1988,53.17,,
Athletics,400m women,seoul-1988,Athlete,GOLD,,,1,Soviet Union,,URS,,Olha Bryzhina,48650,TIME,1988,48.65,,
Athletics,4x100m relay men,seoul-1988,GameTeam,GOLD,,,1,Soviet Union,,URS,,,38190,TIME,1988,38.19,,
Athletics,10000m men,seoul-1988,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/moulay-brahim-boutayeb,Moulay Brahim BOUTAYEB,1641460,TIME,1988,1641.46,,
Athletics,4x400m relay men,seoul-1988,GameTeam,GOLD,,,1,United States of America,US,USA,,,176160,TIME,1988,176.16,,
Athletics,20km walk men,seoul-1988,Athlete,GOLD,,,1,Czechoslovakia,CSHH,TCH,https://olympics.com/en/athletes/jozef-pribilinec,Jozef PRIBILINEC,4797000,TIME,1988,4797.0,,
Athletics,3000m steeplechase men,seoul-1988,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/julius-kariuki,Julius KARIUKI,485510,TIME,1988,485.51,,
Athletics,10000m women,seoul-1988,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/olga-bondarenko,Olga BONDARENKO,1865210,TIME,1988,1865.21,,
Athletics,5000m men,seoul-1988,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/john-ngugi,John NGUGI,791700,TIME,1988,791.7,,
Athletics,100m hurdles women,seoul-1988,Athlete,GOLD,,,1,Bulgaria,BG,BUL,https://olympics.com/en/athletes/yordanka-donkova,Yordanka DONKOVA,12380,TIME,1988,12.38,,
Athletics,3000m women,seoul-1988,Athlete,GOLD,,,1,Soviet Union,,URS,,Tetiana Samolenko-Dorovskykh,506530,TIME,1988,506.53,,
Athletics,200m men,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/joseph-nathaniel-jr-deloach,Joseph Nathaniel Jr. DELOACH,19750,TIME,1988,19.75,,
Athletics,1500m men,seoul-1988,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/peter-rono,Peter RONO,215960,TIME,1988,215.96,,
Athletics,4x100m relay women,seoul-1988,GameTeam,GOLD,,,1,United States of America,US,USA,,,41980,TIME,1988,41.98,,
Athletics,110m hurdles men,seoul-1988,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/roger-kingdom,Roger KINGDOM,12980,TIME,1988,12.98,,
Athletics,marathon women,seoul-1988,Athlete,GOLD,,,1,Portugal,PT,POR,https://olympics.com/en/athletes/rosa-mota,Rosa MOTA,8740000,TIME,1988,8740.0,,
Athletics,400m men,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/alonzo-c-babers,Alonzo C. BABERS,44270,TIME,1984,44.27,,
Athletics,20km walk men,los-angeles-1984,Athlete,GOLD,,,1,Mexico,MX,MEX,https://olympics.com/en/athletes/ernesto-canto-gudino,Ernesto CANTO GUDINO,4993000,TIME,1984,4993.0,,
Athletics,5000m men,los-angeles-1984,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/said-aouita,Said AOUITA,785590,TIME,1984,785.59,,
Athletics,100m women,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/evelyn-ashford,Evelyn ASHFORD,10970,TIME,1984,10.97,,
Athletics,3000m steeplechase men,los-angeles-1984,Athlete,GOLD,,,1,Kenya,KE,KEN,https://olympics.com/en/athletes/julius-korir,Julius KORIR,491800,TIME,1984,491.8,,
Athletics,110m hurdles men,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/roger-kingdom,Roger KINGDOM,13200,TIME,1984,13.2,,
Athletics,4x400m relay women,los-angeles-1984,GameTeam,GOLD,,,1,United States of America,US,USA,,,198290,TIME,1984,198.29,,
Athletics,400m women,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/valerie-ann-brisco-hooks,Valerie Ann BRISCO-HOOKS,48830,TIME,1984,48.83,,
Athletics,marathon women,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/joan-benoit,Joan BENOIT,8692000,TIME,1984,8692.0,,
Athletics,800m men,los-angeles-1984,Athlete,GOLD,,,1,Brazil,BR,BRA,https://olympics.com/en/athletes/joaquim-cruz-1,Joaquim CRUZ,103000,TIME,1984,103.0,,
Athletics,800m women,los-angeles-1984,Athlete,GOLD,,,1,Romania,RO,ROU,https://olympics.com/en/athletes/doina-besliu-melinte,Doina BESLIU-MELINTE,117600,TIME,1984,117.6,,
Athletics,200m men,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/carl-lewis,Carl LEWIS,19800,TIME,1984,19.8,,
Athletics,marathon men,los-angeles-1984,Athlete,GOLD,,,1,Portugal,PT,POR,https://olympics.com/en/athletes/carlos-lopes,Carlos LOPES,7761000,TIME,1984,7761.0,,
Athletics,10000m men,los-angeles-1984,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/alberto-cova,Alberto COVA,1667540,TIME,1984,1667.54,,
Athletics,50km walk men,los-angeles-1984,Athlete,GOLD,,,1,Mexico,MX,MEX,,Raúl González,13646000,TIME,1984,13646.0,,
Athletics,100m hurdles women,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/benita-fitzgerald-brown,Benita FITZGERALD-BROWN,12840,TIME,1984,12.84,,
Athletics,4x100m relay women,los-angeles-1984,GameTeam,GOLD,,,1,United States of America,US,USA,,,41650,TIME,1984,41.65,,
Athletics,200m women,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/valerie-ann-brisco-hooks,Valerie Ann BRISCO-HOOKS,21810,TIME,1984,21.81,,
Athletics,4x400m relay men,los-angeles-1984,GameTeam,GOLD,,,1,United States of America,US,USA,,,177910,TIME,1984,177.91,,
Athletics,1500m women,los-angeles-1984,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/gabriella-dorio,Gabriella DORIO,243250,TIME,1984,243.25,,
Athletics,heptathlon women,los-angeles-1984,Athlete,GOLD,,,1,Australia,AU,AUS,https://olympics.com/en/athletes/glyniss-leanne-nunn-saunders-cearns,Glyniss Leanne NUNN-SAUNDERS-CEARNS,130570,TIME,1984,130.57,,
Athletics,decathlon men,los-angeles-1984,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/daley-thompson,Daley THOMPSON,275000,TIME,1984,275.0,,
Athletics,400m hurdles men,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/edwin-moses,Edwin MOSES,47750,TIME,1984,47.75,,
Athletics,400m hurdles women,los-angeles-1984,Athlete,GOLD,,,1,Morocco,MA,MAR,https://olympics.com/en/athletes/nawal-el-moutawakel,Nawal EL MOUTAWAKEL,54610,TIME,1984,54.61,,
Athletics,3000m women,los-angeles-1984,Athlete,GOLD,,,1,Romania,RO,ROU,https://olympics.com/en/athletes/maricica-puica,Maricica PUICA,515960,TIME,1984,515.96,,
Athletics,1500m men,los-angeles-1984,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/sebastian-coe,Sebastian COE,212530,TIME,1984,212.53,,
Athletics,100m men,los-angeles-1984,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/carl-lewis,Carl LEWIS,9990,TIME,1984,9.99,,
Athletics,4x100m relay men,los-angeles-1984,GameTeam,GOLD,,,1,United States of America,US,USA,,,37830,TIME,1984,37.83,,
Athletics,4x400m relay women,moscow-1980,GameTeam,GOLD,,,1,Soviet Union,,URS,,,200200,TIME,1980,200.2,,
Athletics,400m women,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/marita-koch,Marita KOCH,48880,TIME,1980,48.88,,
Athletics,100m women,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,,Lyudmila Kondratyeva,11060,TIME,1980,11.06,,
Athletics,marathon men,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/waldemar-cierpinski,Waldemar CIERPINSKI,7863000,TIME,1980,7863.0,,
Athletics,4x100m relay women,moscow-1980,GameTeam,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,,,41600,TIME,1980,41.6,,
Athletics,50km walk men,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/hartwig-gauder,Hartwig GAUDER,13764000,TIME,1980,13764.0,,
Athletics,20km walk men,moscow-1980,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/maurizio-damilano,Maurizio DAMILANO,5015500,TIME,1980,5015.5,,
Athletics,110m hurdles men,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/thomas-munkelt,Thomas MUNKELT,13390,TIME,1980,13.39,,
Athletics,1500m men,moscow-1980,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/sebastian-coe,Sebastian COE,218400,TIME,1980,218.4,,
Athletics,4x100m relay men,moscow-1980,GameTeam,GOLD,,,1,Soviet Union,,URS,,,38260,TIME,1980,38.26,,
Athletics,4x400m relay men,moscow-1980,GameTeam,GOLD,,,1,Soviet Union,,URS,,,181100,TIME,1980,181.1,,
Athletics,10000m men,moscow-1980,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/miruts-yifter,Miruts YIFTER,1662700,TIME,1980,1662.7,,
Athletics,5000m men,moscow-1980,Athlete,GOLD,,,1,Ethiopia,ET,ETH,https://olympics.com/en/athletes/miruts-yifter,Miruts YIFTER,801000,TIME,1980,801.0,,
Athletics,800m men,moscow-1980,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/steve-ovett,Steve OVETT,105400,TIME,1980,105.4,,
Athletics,3000m steeplechase men,moscow-1980,Athlete,GOLD,,,1,Poland,PL,POL,https://olympics.com/en/athletes/bronislaw-malinowski,Bronislaw MALINOWSKI,489700,TIME,1980,489.7,,
Athletics,pentathlon women,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/nadezhda-tkachenko,Nadezhda TKACHENKO,125200,TIME,1980,125.2,,
Athletics,400m hurdles men,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/volker-beck,Volker BECK,48700,TIME,1980,48.7,,
Athletics,400m men,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/viktor-markin,Viktor MARKIN,44600,TIME,1980,44.6,,
Athletics,200m women,moscow-1980,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/barbel-eckert-wockel,Bärbel ECKERT-WÖCKEL,22030,TIME,1980,22.03,,
Athletics,100m hurdles women,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/vera-komisova,Vera KOMISOVA,12560,TIME,1980,12.56,,
Athletics,200m men,moscow-1980,Athlete,GOLD,,,1,Italy,IT,ITA,https://olympics.com/en/athletes/pietro-mennea,Pietro MENNEA,20190,TIME,1980,20.19,,
Athletics,decathlon men,moscow-1980,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/daley-thompson,Daley THOMPSON,279900,TIME,1980,279.9,,
Athletics,800m women,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/nadezhda-olizarenko,Nadezhda OLIZARENKO,113500,TIME,1980,113.5,,
Athletics,1500m women,moscow-1980,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/tatiana-kazankina,Tatiana KAZANKINA,236600,TIME,1980,236.6,,
Athletics,100m men,moscow-1980,Athlete,GOLD,,,1,Great Britain,GB,GBR,https://olympics.com/en/athletes/allan-wells,Allan WELLS,10250,TIME,1980,10.25,,
Athletics,4x400m relay men,montreal-1976,GameTeam,GOLD,,,1,United States of America,US,USA,,,178650,TIME,1976,178.65,,
Athletics,1500m women,montreal-1976,Athlete,GOLD,,,1,Soviet Union,,URS,https://olympics.com/en/athletes/tatiana-kazankina,Tatiana KAZANKINA,245480,TIME,1976,245.48,,
Athletics,pentathlon women,montreal-1976,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/siegrun-siegl,Siegrun SIEGL,23090,TIME,1976,23.09,,
Athletics,10000m men,montreal-1976,Athlete,GOLD,,,1,Finland,FI,FIN,https://olympics.com/en/athletes/lasse-viren,Lasse VIREN,1660380,TIME,1976,1660.38,,
Athletics,decathlon men,montreal-1976,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/william-bruce-jenner,William Bruce JENNER,252610,TIME,1976,252.61,,
Athletics,400m men,montreal-1976,Athlete,GOLD,,,1,Cuba,CU,CUB,https://olympics.com/en/athletes/alberto-juantorena,Alberto JUANTORENA,44260,TIME,1976,44.26,,
Athletics,800m men,montreal-1976,Athlete,GOLD,,,1,Cuba,CU,CUB,https://olympics.com/en/athletes/alberto-juantorena,Alberto JUANTORENA,103500,TIME,1976,103.5,,
Athletics,5000m men,montreal-1976,Athlete,GOLD,,,1,Finland,FI,FIN,https://olympics.com/en/athletes/lasse-viren,Lasse VIREN,804760,TIME,1976,804.76,,
Athletics,1500m men,montreal-1976,Athlete,GOLD,,,1,New Zealand,NZ,NZL,https://olympics.com/en/athletes/john-walker-1,John WALKER,219170,TIME,1976,219.17,,
Athletics,400m hurdles men,montreal-1976,Athlete,GOLD,,,1,United States of America,US,USA,https://olympics.com/en/athletes/edwin-moses,Edwin MOSES,47630,TIME,1976,47.63,,
Athletics,3000m steeplechase men,montreal-1976,Athlete,GOLD,,,1,Sweden,SE,SWE,https://olympics.com/en/athletes/anders-garderud,Anders GARDERUD,488020,TIME,1976,488.02,,
Athletics,200m men,montreal-1976,Athlete,GOLD,,,1,Jamaica,JM,JAM,https://olympics.com/en/athletes/donald-quarrie,Donald QUARRIE,20230,TIME,1976,20.23,,
Athletics,100m men,montreal-1976,Athlete,GOLD,,,1,Trinidad and Tobago,TT,TTO,https://olympics.com/en/athletes/hasely-crawford,Hasely CRAWFORD,10060,TIME,1976,10.06,,
Athletics,100m hurdles women,montreal-1976,Athlete,GOLD,,,1,German Democratic Republic (Germany),DDDE,GDR,https://olympics.com/en/athletes/johanna-schaller-klier,Johanna SCHALLER-KLIER,12770,TIME,1976,12.77,,
Athletics,110m hurdles men,montreal-1976,Athlete,GOLD,,,1,France,FR,FRA,https://olympics.com/en/athletes/guy-drut,Guy DRUT,13300,TIME,1976,13.3,,
Athletics,100m women,montreal-1976,Athlete,GOLD,,,1,Federal Republic of Germany,DE,FRG,,Annegret Richter,11080,TIME,1976,11.08,,
